PRODUKT_CODE;B_DAT_PRODUKT;E_DAT_PRODUKT;NAAM_PRODUKT;BEDRAG_NET_PROD;BEDRAG_BTW_PROD;KOST_PRYS_PROD;MUT_DAT_PROD;AMBT_CODE_MUT;TAR_CODE_PROD;ORG_OND_C_PROD;TYD_STEMPEL
169;20000101;20011231;HERK.MOT.VT.ZWAAR-OVERIGEN;70.00;0.00;1.00;20011031;RAP;3834;BUD;3213621531
169;19960101;19991231;HERK.MOT.VT.ZWAAR-OVERIGEN;70.00;0.00;1.00;20010616;RAP;3834;BUD;3201759093
170;20050527;20071231;CONT.MOT.VT.ZWAAR-OVERIGEN;35.00;0.00;1.00;20071010;SAP;3880;BUD;3401110931
170;20040101;20050526;CONT.MOT.VT.ZWAAR-OVERIGEN;35.00;0.00;1.00;20031029;RAP;3880;BUD;3326195999
170;20020101;20031231;CONT.MOT.VT.ZWAAR-OVERIGEN;30.00;0.00;1.00;20011031;EUR;3880;BUD;3213621530
170;20000101;20011231;CONT.MOT.VT.ZWAAR-OVERIGEN;30.00;0.00;1.00;20011031;RAP;3880;BUD;3213621531
170;19960101;19991231;CONT.MOT.VT.ZWAAR-OVERIGEN;30.00;0.00;1.00;20010616;RAP;3880;BUD;3201759093
171;20020101;20030331;KEUR.MOT.VT.ZWAAR - VERMISSING KB;58.95;0.00;1.00;20011031;EUR;3991;BUD;3213621530
171;20000101;20011231;KEUR.MOT.VT.ZWAAR - VERMISSING KB;130.00;0.00;1.00;20011031;RAP;3991;BUD;3213621531
171;19960101;19991231;KEUR.MOT.VT.ZWAAR - VERMISSING KB;130.00;0.00;1.00;20010616;RAP;3991;BUD;3201759093
172;20070106;20110331;HERK.MOT.VT.ZWAAR-VERMISSING KB;35.00;0.00;1.00;20110325;SAP;3835;BUD;3510147632
172;20050527;20070105;HERK.MOT.VT.ZWAAR-VERMISSING KB;70.00;0.00;1.00;20050526;SAP;3835;BUD;3377091732
172;20020101;20050526;HERK.MOT.VT.ZWAAR-VERMISSING KB;70.00;0.00;1.00;20011031;EUR;3835;BUD;3326195999
172;20000101;20011231;HERK.MOT.VT.ZWAAR-VERMISSING KB;70.00;0.00;1.00;20011031;RAP;3835;BUD;3213621531
172;19960101;19991231;HERK.MOT.VT.ZWAAR-VERMISSING KB;70.00;0.00;1.00;20010616;RAP;3835;BUD;3201759093
173;20070106;20110331;CONT.MOT.VT.ZWAAR-VERMISSING KB;35.00;0.00;1.00;20110325;SAP;3881;BUD;3510147632
173;20050527;20070105;CONT.MOT.VT.ZWAAR-VERMISSING KB;30.00;0.00;1.00;20050526;SAP;3881;BUD;3377091732
173;20020101;20050526;CONT.MOT.VT.ZWAAR-VERMISSING KB;30.00;0.00;1.00;20011031;EUR;3881;BUD;3326195999
173;20000101;20011231;CONT.MOT.VT.ZWAAR-VERMISSING KB;30.00;0.00;1.00;20011031;RAP;3881;BUD;3213621531
173;19960101;19991231;CONT.MOT.VT.ZWAAR-VERMISSING KB;30.00;0.00;1.00;20010616;RAP;3881;BUD;3201759094
174;20050527;99999999;VERVALT KEUR.MOT.VT.ZWAAR-AFW.CHASS.NR.;0.00;0.00;1.00;20050526;SAP;3882;BUD;3326195999
174;20050101;20050526;VERVALT KEUR.MOT.VT.ZWAAR-AFW.CHASS.NR.;0.00;0.00;0.00;20041026;RAP;3882;BUD;3326195999
174;20040101;20041231;KEUR.MOT.VT.ZWAAR-AFW.CHASS.NR.;35.00;0.00;1.00;20031029;RAP;3882;BUD;3276509014
174;20030101;20031231;CONT.MOT.VT.ZWAAR-AFW.CHASS.NR.;14.50;0.00;1.00;20021009;RAP;3882;BUD;3243250491
174;20020101;20021231;CONT.MOT.VT.ZWAAR-AFW.CHASS.NR.;13.60;0.00;1.00;20011031;EUR;3882;BUD;3213621530
174;20000101;20011231;CONT.MOT.VT.ZWAAR-AFW.CHASS.NR.;30.00;0.00;1.00;20011031;RAP;3882;BUD;3213621531
174;19960101;19991231;CONT.MOT.VT.ZWAAR-AFW.CHASS.NR.;30.00;0.00;1.00;20010616;RAP;3882;BUD;3201759094
175;20080101;20090228;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;108.00;0.00;1.00;20081103;SAP;3992;BUD;3434806904
175;20060101;20071231;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;86.50;0.00;1.00;20071010;SAP;3992;BUD;3401110931
175;20050527;20051231;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;82.50;0.00;1.00;20051019;SAP;3992;BUD;3338816435
175;20050101;20050526;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;82.50;0.00;1.00;20041026;RAP;3992;BUD;3326195999
175;20040101;20041231;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;80.00;0.00;1.00;20031029;RAP;3992;BUD;3276509113
175;20030101;20031231;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;72.50;0.00;1.00;20021009;RAP;3992;BUD;3243250529
175;20020101;20021231;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;58.95;0.00;1.00;20011031;EUR;3992;BUD;3213621531
175;20000101;20011231;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;130.00;0.00;1.00;20011031;RAP;3992;BUD;3213621532
175;19960101;19991231;KEUR.MOT.VT.ZWAAR - VERV/ONG KB/RB;130.00;0.00;1.00;20010616;RAP;3992;BUD;3201759094
176;20050527;20071231;HERK.MOT.VT.ZWAAR-VERV/ONG KB/RB;35.00;0.00;1.00;20071010;SAP;3836;BUD;3401110931
176;20040101;20050526;HERK.MOT.VT.ZWAAR-VERV/ONG KB/RB;35.00;0.00;1.00;20031029;RAP;3836;BUD;3326195999
176;20020101;20031231;HERK.MOT.VT.ZWAAR-VERV/ONG KB/RB;70.00;0.00;1.00;20011031;EUR;3836;BUD;3213621531
176;20000101;20011231;HERK.MOT.VT.ZWAAR-VERV/ONG KB/RB;70.00;0.00;1.00;20011031;RAP;3836;BUD;3213621532
176;19960101;19991231;HERK.MOT.VT.ZWAAR-VERV/ONG KB/RB;70.00;0.00;1.00;20010616;RAP;3836;BUD;3201759094
177;20080101;20090228;CONT.MOT.VT.ZWAAR-VERV/ONG KB/RB;25.00;0.00;1.00;20081103;SAP;3883;BUD;3434806904
177;20050527;20071231;CONT.MOT.VT.ZWAAR-VERV/ONG KB/RB;35.00;0.00;1.00;20071010;SAP;3883;BUD;3401110931
177;20040101;20050526;CONT.MOT.VT.ZWAAR-VERV/ONG KB/RB;35.00;0.00;1.00;20031029;RAP;3883;BUD;3326195999
177;20020101;20031231;CONT.MOT.VT.ZWAAR-VERV/ONG KB/RB;30.00;0.00;1.00;20011031;EUR;3883;BUD;3213621531
177;20000101;20011231;CONT.MOT.VT.ZWAAR-VERV/ONG KB/RB;30.00;0.00;1.00;20011031;RAP;3883;BUD;3213621532
177;19960101;19991231;CONT.MOT.VT.ZWAAR-VERV/ONG KB/RB;30.00;0.00;1.00;20010616;RAP;3883;BUD;3201759094
178;20080701;20090228;KEUR.AHW.LICHT-IMPORT BUITEN EU;62.00;37.00;1.00;20081103;SAP;102;BUD;3434806904
178;20080101;20080630;KEUR.AHW.LICHT-IMPORT BUITEN EU;67.00;37.00;1.00;20080530;SAP;102;BUD;3421242093
178;20060101;20071231;KEUR.AHW.LICHT-IMPORT BUITEN EU;56.50;37.00;1.00;20071009;SAP;102;BUD;3401024535
178;20050527;20051231;KEUR.AHW.LICHT-IMPORT BUITEN EU;54.00;37.00;1.00;20051019;SAP;102;BUD;3338816435
178;20050101;20050526;KEUR.AHW.LICHT-IMPORT BUITEN EU;54.00;37.00;1.00;20041026;RAP;102;BUD;3326195999
178;20040101;20041231;KEUR.AHW.LICHT-IMPORT BUITEN EU;52.50;37.00;1.00;20031029;RAP;102;BUD;3276509209
178;20030101;20031231;KEUR.AHW.LICHT-IMPORT BUITEN EU;50.00;33.25;1.00;20021126;RAP;102;BUD;3247374904
178;20020101;20021231;KEUR.AHW.LICHT-IMPORT BUITEN EU;40.80;31.75;1.00;20011031;EUR;102;BUD;3213621531
178;20010201;20011231;KEUR.AHW.LICHT-IMPORT BUITEN EU;90.00;70.00;1.00;20011031;RAP;102;BUD;3213621532
178;19980101;20010131;KEUR.AHW.LICHT-IMPORT BUITEN EU;90.00;93.25;1.00;19971204;RAP;102;BUD;3090311403
178;19970101;19971231;KEUR.AHW.LICHT-IMPORT BUITEN EU;90.00;93.25;1.00;19961101;RAP;102;BUD;3055930408
178;19960101;19961231;KEUR.AHW.LICHT-IMPORT BUITEN EU;178.25;0.00;1.00;19960419;RAP;102;BUD;3038984794
179;20050527;20071231;HERK.AHW.LICHT-IMPORT BUITEN EU;25.00;0.00;1.00;20071009;SAP;3422;BUD;3401024535
179;20040101;20050526;HERK.AHW.LICHT-IMPORT BUITEN EU;25.00;0.00;1.00;20031029;RAP;3422;BUD;3326195999
179;20020101;20031231;HERK.AHW.LICHT-IMPORT BUITEN EU;45.00;0.00;1.00;20011031;EUR;3422;BUD;3213621531
179;20011026;20011231;HERK.AHW.LICHT-IMPORT BUITEN EU;45.00;0.00;1.00;20011031;RAP;3422;BUD;3213621532
180;20080101;20090228;CONT.AHW.LICHT - IMPORT BUITEN EU;25.00;0.00;1.00;20081103;SAP;112;BUD;3434806904
180;20050527;20071231;CONT.AHW.LICHT - IMPORT BUITEN EU;25.00;0.00;1.00;20071009;SAP;112;BUD;3401024535
180;20040101;20050526;CONT.AHW.LICHT - IMPORT BUITEN EU;25.00;0.00;1.00;20031029;RAP;112;BUD;3326195999
180;20020101;20031231;CONT.AHW.LICHT - IMPORT BUITEN EU;20.00;0.00;1.00;20011031;EUR;112;BUD;3213621531
180;20000101;20011231;CONT.AHW.LICHT - IMPORT BUITEN EU;20.00;0.00;1.00;20011031;RAP;112;BUD;3213621532
180;19980101;19991231;CONT.AHW.LICHT - IMPORT BUITEN EU;20.00;0.00;1.00;20010616;RAP;112;BUD;3201759094
180;19970129;19971231;CONT.AHW.LICHT - IMPORT BUITEN EU;20.00;0.00;1.00;19970128;RAP;112;BUD;3063544263
180;19960101;19970128;CONT.AHW.LICHT - IMPORT BUITEN EU;20.00;0.00;1.00;19960419;RAP;112;BUD;3063544263
181;20080701;20090228;KEUR.AHW.LICHT - IMPORT BINNEN EU;62.00;37.00;1.00;20081103;SAP;3415;BUD;3434806904
181;20080112;20080630;KEUR.AHW.LICHT - IMPORT BINNEN EU;67.00;37.00;1.00;20080530;SAP;3415;BUD;3421242093
181;20080101;20080111;KEUR.AHW.LICHT - IMPORT BINNEN EU;67.00;37.00;1.00;20071231;SAP;3415;BUD;3409146093
181;20060101;20071231;KEUR.AHW.LICHT - IMPORT BINNEN EU;56.50;37.00;1.00;20071009;SAP;3415;BUD;3401024535
181;20050527;20051231;KEUR.AHW.LICHT - IMPORT BINNEN EU;54.00;37.00;1.00;20051019;SAP;3415;BUD;3338816435
181;20050101;20050526;KEUR.AHW.LICHT - IMPORT BINNEN EU;54.00;37.00;1.00;20041026;RAP;3415;BUD;3326195999
181;20040101;20041231;KEUR.AHW.LICHT - IMPORT BINNEN EU;52.50;37.00;1.00;20031029;RAP;3415;BUD;3276509312
181;20030101;20031231;KEUR.AHW.LICHT - IMPORT BINNEN EU;50.00;33.25;1.00;20021126;RAP;3415;BUD;3247374939
181;20020101;20021231;KEUR.AHW.LICHT - IMPORT BINNEN EU;40.80;31.75;1.00;20011031;EUR;3415;BUD;3213621532
181;20010201;20011231;KEUR.AHW.LICHT - IMPORT BINNEN EU;90.00;70.00;1.00;20011031;RAP;3415;BUD;3213621533
181;19980101;20010131;KEUR.AHW.LICHT - IMPORT BINNEN EU;90.00;93.25;1.00;19971204;RAP;3415;BUD;3090311482
181;19970101;19971231;KEUR.AHW.LICHT - IMPORT BINNEN EU;90.00;93.25;1.00;19961101;RAP;3415;BUD;3055939099
181;19960101;19961231;KEUR.AHW.LICHT - IMPORT BINNEN EU;178.25;0.00;1.00;19960422;RAP;3415;BUD;3039242459
182;20050527;20071231;HERK.AHW.LICHT - IMPORT BINNEN EU;25.00;0.00;1.00;20071009;SAP;3423;BUD;3401024535
182;20040101;20050526;HERK.AHW.LICHT - IMPORT BINNEN EU;25.00;0.00;1.00;20031029;RAP;3423;BUD;3326195999
182;20020101;20031231;HERK.AHW.LICHT - IMPORT BINNEN EU;45.00;0.00;1.00;20011031;EUR;3423;BUD;3213621532
182;20000101;20011231;HERK.AHW.LICHT - IMPORT BINNEN EU;45.00;0.00;1.00;20011031;RAP;3423;BUD;3213621533
182;19980101;19991231;HERK.AHW.LICHT - IMPORT BINNEN EU;45.00;0.00;1.00;20010616;RAP;3423;BUD;3201759094
182;19960101;19971231;HERK.AHW.LICHT - IMPORT BINNEN EU;45.00;0.00;1.00;19960422;RAP;3423;BUD;3039243240
183;20050527;20090228;CONT.AHW.LICHT - IMPORT BINNEN EU;25.00;0.00;1.00;20081103;SAP;3463;BUD;3434806904
183;20040101;20050526;CONT.AHW.LICHT - IMPORT BINNEN EU;25.00;0.00;1.00;20031029;RAP;3463;BUD;3326195999
183;20020101;20031231;CONT.AHW.LICHT - IMPORT BINNEN EU;20.00;0.00;1.00;20011031;EUR;3463;BUD;3213621532
183;20000101;20011231;CONT.AHW.LICHT - IMPORT BINNEN EU;20.00;0.00;1.00;20011031;RAP;3463;BUD;3213621533
183;19980101;19991231;CONT.AHW.LICHT - IMPORT BINNEN EU;20.00;0.00;1.00;20010616;RAP;3463;BUD;3201759094
183;19960101;19971231;CONT.AHW.LICHT - IMPORT BINNEN EU;20.00;0.00;1.00;19960422;RAP;3463;BUD;3039246778
184;20100106;20110331;AANHANGWAGEN LICHT / BEOORDELING TOEL.;62.00;38.00;1.00;20110325;SAP;3416;BUD;3510147632
184;20090204;20100105;AANHANGWAGEN LICHT / BEOORDELING TOEL.;62.00;37.00;1.00;20090227;SAP;3416;BUD;3471786115
184;20080701;20090203;KEUR.AHW.LICHT - EERSTE OPNAME;62.00;37.00;1.00;20080630;SAP;3416;BUD;3442755714
184;20080101;20080630;KEUR.AHW.LICHT - EERSTE OPNAME;67.00;37.00;1.00;20080530;SAP;3416;BUD;3421242093
184;20060101;20071231;KEUR.AHW.LICHT - EERSTE OPNAME;56.50;37.00;1.00;20071009;SAP;3416;BUD;3401024535
184;20050527;20051231;KEUR.AHW.LICHT - EERSTE OPNAME;54.00;37.00;1.00;20051019;SAP;3416;BUD;3338816435
184;20050101;20050526;KEUR.AHW.LICHT - EERSTE OPNAME;54.00;37.00;1.00;20041026;RAP;3416;BUD;3326195999
184;20040101;20041231;KEUR.AHW.LICHT - EERSTE OPNAME;52.50;37.00;1.00;20031029;RAP;3416;BUD;3276509409
184;20030101;20031231;KEUR.AHW.LICHT - EERSTE OPNAME;50.00;33.25;1.00;20021126;RAP;3416;BUD;3247374976
184;20020101;20021231;KEUR.AHW.LICHT - EERSTE OPNAME;40.80;31.75;1.00;20011031;EUR;3416;BUD;3213621532
184;20010201;20011231;KEUR.AHW.LICHT - EERSTE OPNAME;90.00;70.00;1.00;20011031;RAP;3416;BUD;3213621533
184;19980101;20010131;KEUR.AHW.LICHT - EERSTE OPNAME;90.00;93.25;1.00;19971204;RAP;3416;BUD;3090311580
184;19970101;19971231;KEUR.AHW.LICHT - EERSTE OPNAME;90.00;93.25;1.00;19961101;RAP;3416;BUD;3055939157
184;19960101;19961231;KEUR.AHW.LICHT - EERSTE OPNAME;178.25;0.00;1.00;19960422;RAP;3416;BUD;3039242554
185;20050527;20071231;HERK.AHW.LICHT - EERSTE OPNAME;25.00;0.00;1.00;20071009;SAP;3424;BUD;3401024535
185;20040101;20050526;HERK.AHW.LICHT - EERSTE OPNAME;25.00;0.00;1.00;20031029;RAP;3424;BUD;3326195999
185;20020101;20031231;HERK.AHW.LICHT - EERSTE OPNAME;45.00;0.00;1.00;20011031;EUR;3424;BUD;3213621532
185;20000101;20011231;HERK.AHW.LICHT - EERSTE OPNAME;45.00;0.00;1.00;20011031;RAP;3424;BUD;3213621533
185;19980101;19991231;HERK.AHW.LICHT - EERSTE OPNAME;45.00;0.00;1.00;20010616;RAP;3424;BUD;3201759094
185;19960101;19971231;HERK.AHW.LICHT - EERSTE OPNAME;45.00;0.00;1.00;19960422;RAP;3424;BUD;3039243310
186;20081127;20110331;CONT.AHW.LICHT - EERSTE OPNAME;25.00;0.00;1.00;20110325;SAP;3464;BUD;3510147632
186;20050527;20081126;CONT.AHW.LICHT - EERSTE OPNAME;25.00;0.00;1.00;20050526;SAP;3454;BUD;3436794024
186;20040101;20050526;CONT.AHW.LICHT - EERSTE OPNAME;25.00;0.00;1.00;20031029;RAP;3464;BUD;3326195999
186;20020101;20031231;CONT.AHW.LICHT - EERSTE OPNAME;20.00;0.00;1.00;20011031;EUR;3464;BUD;3213621532
186;20000101;20011231;CONT.AHW.LICHT - EERSTE OPNAME;20.00;0.00;1.00;20011031;RAP;3464;BUD;3213621533
186;19980101;19991231;CONT.AHW.LICHT - EERSTE OPNAME;20.00;0.00;1.00;20010616;RAP;3464;BUD;3201759094
186;19960101;19971231;CONT.AHW.LICHT - EERSTE OPNAME;20.00;0.00;1.00;19960422;RAP;3464;BUD;3039246857
190;20060101;20071231;KEUR.AHW.LICHT - OVERIGEN;55.00;0.00;1.00;20071009;SAP;106;BUD;3401024535
190;20050527;20051231;KEUR.AHW.LICHT - OVERIGEN;52.50;0.00;1.00;20051019;SAP;106;BUD;3338816435
190;20050101;20050526;KEUR.AHW.LICHT - OVERIGEN;52.50;0.00;1.00;20041026;RAP;106;BUD;3326195999
190;20040101;20041231;KEUR.AHW.LICHT - OVERIGEN;50.00;0.00;1.00;20031029;RAP;106;BUD;3276509500
190;20030101;20031231;KEUR.AHW.LICHT - OVERIGEN;47.50;0.00;1.00;20021009;RAP;106;BUD;3243250968
190;20020101;20021231;KEUR.AHW.LICHT - OVERIGEN;40.80;0.00;1.00;20011031;EUR;106;BUD;3213621532
190;20000101;20011231;KEUR.AHW.LICHT - OVERIGEN;90.00;0.00;1.00;20011031;RAP;106;BUD;3213621533
190;19980101;19991231;KEUR.AHW.LICHT - OVERIGEN;90.00;0.00;1.00;20010616;RAP;106;BUD;3201759095
190;19970101;19971231;KEUR.AHW.LICHT - OVERIGEN;90.00;0.00;1.00;19961101;RAP;106;BUD;3055930484
190;19960101;19961231;KEUR.AHW.LICHT - OVERIGEN;85.00;0.00;1.00;19960419;RAP;106;BUD;3038984868
191;20050527;20071231;HERK.AHW. LICHT - OVERIGEN;25.00;0.00;1.00;20071009;SAP;3425;BUD;3401024535
191;20040101;20050526;HERK.AHW. LICHT - OVERIGEN;25.00;0.00;1.00;20031029;RAP;3425;BUD;3326195999
191;20020101;20031231;HERK.AHW. LICHT - OVERIGEN;45.00;0.00;1.00;20011031;EUR;3425;BUD;3213621532
191;20000101;20011231;HERK.AHW. LICHT - OVERIGEN;45.00;0.00;1.00;20011031;RAP;3425;BUD;3213621533
191;19980101;19991231;HERK.AHW. LICHT - OVERIGEN;45.00;0.00;1.00;20010616;RAP;3425;BUD;3201759095
191;19960101;19971231;HERK.AHW. LICHT - OVERIGEN;45.00;0.00;1.00;19960422;RAP;3425;BUD;3039243360
1910;20050527;20081231;COMB.EERSTE AANVR.ERK.APK 1/APK 2/LPG/SB;950.00;0.00;1.00;20081117;SAP;1910;BUD;3436016497
1910;20030101;20050526;COMB.EERSTE AANVR.ERK.APK 1/APK 2/LPG/SB;950.00;0.00;1.00;20021022;RAP;1910;BUD;3326195999
1910;20020101;20021231;COMB.EERSTE AANVR.ERK.APK 1/APK 2/LPG/SB;952.90;0.00;1.00;20011031;EUR;1910;BUD;3213621532
1910;20000101;20011231;COMB.EERSTE AANVR.ERK.APK 1/APK 2/LPG/SB;2100.00;0.00;1.00;20011031;RAP;1910;BUD;3213621533
1910;19980101;19991231;COMB.EERSTE AANVR.ERK.APK 1/APK 2/LPG/SB;2100.00;0.00;1.00;20010616;RAP;1910;BUD;3201759095
1910;19960101;19971231;COMB.EERSTE AANVR.ERK.APK 1/APK 2/LPG/SB;2200.00;0.00;1.00;19960424;RAP;1910;BUD;3039421964
1911;20130104;20131231;EERSTE AANVRAAG ERKENNING SB;270.00;0.00;1.00;20131223;SAP;1911;BUD;3596893216
1911;20130101;20130103;EERSTE AANVRAAG ERKENNING SB;270.00;0.00;1.00;20121231;SAP;1911;BUD;3566307615
1911;20100101;20121231;EERSTE AANVRAAG ERKENNING SB;265.00;0.00;1.00;20121221;SAP;1911;BUD;3565184417
1911;20090101;20091231;EERSTE AANVRAAG ERKENNING SB;250.00;0.00;1.00;20091030;SAP;1911;BUD;3465997302
1911;20050527;20081231;EERSTE AANVRAAG ERKENNING SB;400.00;0.00;1.00;20081117;SAP;1911;BUD;3436016497
1911;20040101;20050526;EERSTE AANVRAAG ERKENNING SB;400.00;0.00;1.00;20031111;RAP;1911;BUD;3326195998
1911;20030101;20031231;EERSTE AANVRAAG ERKENNING SB;360.00;0.00;1.00;20021022;RAP;1911;BUD;3244372131
1911;20020101;20021231;EERSTE AANVRAAG ERKENNING SB;444.70;0.00;1.00;20011031;EUR;1911;BUD;3213621532
1911;20000101;20011231;EERSTE AANVRAAG ERKENNING SB;980.00;0.00;1.00;20011031;RAP;1911;BUD;3213621533
1911;19980101;19991231;EERSTE AANVRAAG ERKENNING SB;980.00;0.00;1.00;20010616;RAP;1911;BUD;3201759095
1911;19960101;19971231;EERSTE AANVRAAG ERKENNING SB;1000.00;0.00;1.00;19960424;RAP;1911;BUD;3039422035
1912;20130104;99999999;EERSTE AANVRAAG ERKENNING TACHOGRAAF;270.00;0.00;1.00;20130103;SAP;1912;BUD;3566307615
1912;20130101;20130103;EERSTE AANVRAAG ERKENNING TACHOGRAAF;270.00;0.00;1.00;20121231;SAP;1912;BUD;3566307615
1912;20100101;20121231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;265.00;0.00;1.00;20121221;SAP;1912;BUD;3565184417
1912;20090101;20091231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;250.00;0.00;1.00;20091030;SAP;1912;BUD;3465997302
1912;20050527;20081231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;400.00;0.00;1.00;20081117;SAP;1912;BUD;3436016497
1912;20040101;20050526;EERSTE AANVRAAG ERKENNING TACHOGRAAF;400.00;0.00;1.00;20031111;RAP;1912;BUD;3326195998
1912;20030101;20031231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;360.00;0.00;1.00;20021022;RAP;1912;BUD;3244372187
1912;20020101;20021231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;306.30;0.00;1.00;20011031;EUR;1912;BUD;3213621532
1912;20000101;20011231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;675.00;0.00;1.00;20011031;RAP;1912;BUD;3213621533
1912;19980101;19991231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;675.00;0.00;1.00;20010616;RAP;1912;BUD;3201759095
1912;19960901;19971231;EERSTE AANVRAAG ERKENNING TACHOGRAAF;700.00;0.00;1.00;19961003;INI;1912;BUD;0
1912;19960101;19960831;EERSTE AANVRAAG ERKENNNING TACHOGRAAF;0.00;0.00;1.00;19960819;RAP;1912;BUD;3049527680
1913;20080321;20081231;COMB.EERSTE AANVR.ERKENN.APK1/APK2/TA/SB;555.00;0.00;1.00;20081117;SAP;0;BUD;3436016497
192;20050527;20071231;CONT.AHW.LICHT - OVERIGEN;25.00;0.00;1.00;20071009;SAP;3465;BUD;3401024535
192;20040101;20050526;CONT.AHW.LICHT - OVERIGEN;25.00;0.00;1.00;20031029;RAP;3465;BUD;3326195998
192;20020101;20031231;CONT.AHW.LICHT - OVERIGEN;20.00;0.00;1.00;20011031;EUR;3465;BUD;3213621533
192;20000101;20011231;CONT.AHW.LICHT - OVERIGEN;20.00;0.00;1.00;20011031;RAP;3465;BUD;3213621534
192;19980101;19991231;CONT.AHW.LICHT - OVERIGEN;20.00;0.00;1.00;20010616;RAP;3465;BUD;3201759095
192;19960101;19971231;CONT.AHW.LICHT - OVERIGEN;20.00;0.00;1.00;19960422;RAP;3465;BUD;3039246915
1920;20130104;20131231;INSTANDHOUDING SB;108.00;0.00;1.00;20131223;SAP;1920;BUD;3596893216
1920;20130101;20130103;INSTANDHOUDING SB;108.00;0.00;1.00;20121231;SAP;1920;BUD;3566307615
1920;20100101;20121231;INSTANDHOUDING SB;106.00;0.00;1.00;20121221;SAP;1920;BUD;3565184417
1920;20090101;20091231;INSTANDHOUDING SB;100.00;0.00;1.00;20091030;SAP;1920;BUD;3465997302
1920;20050527;20081231;INSTANDHOUDING SB;180.00;0.00;1.00;20081117;SAP;1920;BUD;3436016497
1920;20040101;20050526;INSTANDHOUDING SB;180.00;0.00;1.00;20031111;RAP;1920;BUD;3326195998
1920;20030101;20031231;INSTANDHOUDING SB;200.00;0.00;1.00;20021022;RAP;1920;BUD;3244373399
1920;20020101;20021231;INSTANDHOUDING SB;181.50;0.00;1.00;20011031;EUR;1920;BUD;3213621533
1920;20000101;20011231;INSTANDHOUDING SB;400.00;0.00;1.00;20011031;RAP;1920;BUD;3213621534
1920;19960101;19991231;INSTANDHOUDING SB;400.00;0.00;1.00;20010616;RAP;1920;BUD;3201759095
1921;20130104;99999999;INSTANDHOUDING TA;108.00;0.00;1.00;20130103;SAP;1921;BUD;3566307615
1921;20130101;20130103;INSTANDHOUDING TA;108.00;0.00;1.00;20121231;SAP;1921;BUD;3566307615
1921;20100101;20121231;INSTANDHOUDING TA;106.00;0.00;1.00;20121221;SAP;1921;BUD;3565184417
1921;20090101;20091231;INSTANDHOUDING TA;100.00;0.00;1.00;20091030;SAP;1921;BUD;3465997302
1921;20050527;20081231;INSTANDHOUDING TA;180.00;0.00;1.00;20081117;SAP;1921;BUD;3436016497
1921;20040101;20050526;INSTANDHOUDING TA;180.00;0.00;1.00;20031111;RAP;1921;BUD;3326195998
1921;20030101;20031231;INSTANDHOUDING TA;200.00;0.00;1.00;20021022;RAP;1921;BUD;3244373778
1921;20020101;20021231;INSTANDHOUDING TA;181.50;0.00;1.00;20011031;EUR;1921;BUD;3213621533
1921;20000101;20011231;INSTANDHOUDING TA;400.00;0.00;1.00;20011031;RAP;1921;BUD;3213621534
1921;19970101;19991231;INSTANDHOUDING TA;400.00;0.00;1.00;20010616;RAP;1921;BUD;3201759095
1921;19960101;19961231;INSTANDHOUDING TA;0.00;0.00;1.00;19960424;RAP;1921;BUD;3039422188
193;20020101;20030509;KEUR.AHW.LICHT - VERMISSING KB;0.00;0.00;0.00;20011031;EUR;3454;BUD;3213621533
193;20000101;20011231;KEUR.AHW.LICHT - VERMISSING KB;90.00;0.00;1.00;20011031;RAP;3454;BUD;3213621534
193;19980101;19991231;KEUR.AHW.LICHT - VERMISSING KB;90.00;0.00;1.00;20010616;RAP;3454;BUD;3201759095
193;19970101;19971231;KEUR.AHW.LICHT - VERMISSING KB;90.00;0.00;1.00;19961101;RAP;3454;BUD;3055939519
193;19960101;19961231;KEUR.AHW.LICHT - VERMISSING KB;85.00;0.00;1.00;19960422;RAP;3454;BUD;3039245889
1930;20130104;20131231;AFMELDING SB;5.10;0.00;1.00;20131223;SAP;1930;BUD;3596893216
1930;20130101;20130103;AFMELDING SB;5.10;0.00;1.00;20121231;SAP;1930;BUD;3566307615
1930;20100101;20121231;AFMELDING SB;5.00;0.00;1.00;20121221;SAP;1930;BUD;3565184417
1930;20050527;20091231;AFMELDING SB;4.50;0.00;1.00;20091030;SAP;1930;BUD;3465997302
1930;20020101;20050526;AFMELDING SB;4.50;0.00;1.00;20011031;EUR;1930;BUD;3326195998
1930;20000101;20011231;AFMELDING SB;10.00;0.00;1.00;20011031;RAP;1930;BUD;3213621534
